"","ParksID","InspectionID","NextToAnotherGarden","TotalFenceLength","TotalSidewalkArea","TotalSidewalkLength","OnSiteService","HydrantW_in15ft","HydrantOnGardenSide","RainHarvesting","RainGallons","SolarPanels","CompostSystem","CompostTumblers","NonFoodPlants","Food","OpenLawnOrCommunalArea","PavedArea","TreesInGarden","FruitTrees","StreetTrees","EmptyTreePits","Murals","BlankShed","ParksSign","Chickens","Pond","FishInPond","Turtles","Aquaponics","FarmersMarket","CSApickup","Composting","Greenhouse","StructureForSeasonExtension","assemblydist","borough","communityboard","congressionaldist","coundist","gardenname","juris","multipolygon","openhrsf","openhrsm","openhrssa","openhrssu","openhrsth","openhrstu","openhrsw","policeprecinct","statesenatedist","status","zipcode"
"133","B554-GT001",79,"false",20,270,20,"false","false","false","false",NA,"false","false","false","true","true","false","false","true","true","false","false","false","false","false","false","false","","false","false","false","false","false","false","false",55,"B",316,8,41,"Brownsville Green Community Garden","DPR","MULTIPOLYGON (((-73.9209212245133 40.66892130644004, -73.92134761687936 40.66876493689154, -73.92131590669771 40.66864816421775, -73.92116844329027 40.66864295733947, -73.92117126127357 40.66866122173365, -73.92103069079127 40.668674661882655, -73.92103831249294 40.66872407932399, -73.92096080354703 40.66873373366, -73.92095696240433 40.668708661557865, -73.92089013012178 40.66871966585071, -73.9209212245133 40.66892130644004)))","6:30 a.m. - 9:00 a.m. &  5:00 p.m. - 7:00 p.m.","6:30 a.m. - 9:00 a.m. &  5:00 p.m. - 7:00 p.m.","","","6:30 a.m. - 9:00 a.m.","6:30 a.m. - 9:00 a.m.","6:30 a.m. - 9:00 a.m.",73,25,"Active",11233
"134","B556-GT001",316,"false",350,2000,200,"false","true","true","true",100,"true","true","true","true","true","true","false","true","false","true","false","true","false","true","false","false","","false","false","false","false","true","false","false",53,"B",304,7,34,"Know Waste Lands","DPR","MULTIPOLYGON (((-73.92604058063425 40.69790965272427, -73.92612452093532 40.697871585231866, -73.92600870650755 40.697765056731534, -73.92587742090491 40.69768224665924, -73.92579478733967 40.69776565472712, -73.9258735191538 40.69781281127905, -73.92591034210888 40.69791814634195, -73.92604058063425 40.69790965272427)))","","","10:00a - 3:00p","10:00a - 1:00p","8:00a - 4:00p","","",83,18,"Active",11221
"135","B557-GT001",374,"false",140,110,20,"false","false","false","false",NA,"false","false","false","true","true","true","false","false","false","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",55,"B",316,8,42,"Living Laboratory Community Garden","DPR","MULTIPOLYGON (((-73.90997520569077 40.66217349893578, -73.91004592568065 40.66216285432036, -73.91011664683177 40.662152208761874, -73.91018736559398 40.662141564058565, -73.91025808551738 40.662130918412174, -73.91023726673791 40.66205011591109, -73.91016654689686 40.66206076154477, -73.91009582703445 40.66207140623446, -73.91002510714948 40.66208205088067, -73.90995438724072 40.66209269638388, -73.90988826479813 40.662102649345805, -73.90990984133728 40.662183338137716, -73.90997520569077 40.66217349893578)))","","","","","","","",73,25,"Active",11212
"136","B558-GT001",344,"false",400,16200,200,"false","false","true","true",120,"false","false","false","true","true","true","false","true","false","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",60,"B",305,8,42,"Linwood Street Garden","DPR","MULTIPOLYGON (((-73.88192848676557 40.67098187752182, -73.88199325068523 40.67123573282813, -73.88206726873538 40.67122465673492, -73.88201761661311 40.67102725141452, -73.88209472801542 40.67101571290899, -73.88216628158057 40.67100500613948, -73.88223770854026 40.67099431810673, -73.88226267727094 40.6709905822062, -73.88224843570286 40.67093400170943, -73.88192848676557 40.67098187752182)))","10:00 a.m. - 1:00 p.m.","9:00 a.m. - 2:00 p.m.","11:00 a.m. - 5:00 p.m.","12:00 p.m. - 4:00 p.m.","10:00 a.m. - 1:00 p.m.","9:00 a.m. - 2:00 p.m.","9:00 a.m. - 2:00 p.m.",75,19,"Active",11208
"137","B559-GT001",486,"false",NA,2206,163,"false","false","false","true",300,"false","false","false","false","true","false","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","true","false",51,"B",306,10,39,"South Brooklyn Children's Garden","DPR","MULTIPOLYGON (((-74.003038264127 40.68535663153538, -74.0030854265392 40.685260501337716, -74.00275558405566 40.685168543840376, -74.00273402302695 40.68521366639799, -74.0027095781695 40.685264826063516, -74.00299764324066 40.68534528522698, -74.003038264127 40.68535663153538)))","","","10:00a - 6:00p","10:00a - 6:00p","","","10:00a - 2:00p",76,26,"Active",11231
"138","B560-GT001",429,"false",NA,300,20,"false","false","true","false",NA,"false","true","false","true","true","true","true","true","false","true","true","true","false","true","false","false","","false","false","false","false","true","false","false",51,"B",306,10,39,"Pirate's Cove Garden","DPR","MULTIPOLYGON (((-74.00432756028215 40.68139559222694, -74.00411252433547 40.681335517806545, -74.00407763452769 40.68132577098209, -74.00405241030495 40.681378027811355, -74.00408894674273 40.68138823474766, -74.00430234096056 40.681447850911375, -74.00432756028215 40.68139559222694)))","","11:00a - 4:00p","","11:00a - 4:00p","","11:00a - 4:00p","",76,26,"Active",11231
"139","B561-GT001",54,"false",281,4668,281,"false","true","true","true",50,"false","true","false","true","true","true","false","false","false","true","false","false","false","true","false","false","","false","false","true","true","true","false","false",55,"B",316,8,41,"Saratoga Farm","DPR","MULTIPOLYGON (((-73.91607709166529 40.678850217583495, -73.91625714493564 40.678829602708234, -73.91621420862023 40.678677356518, -73.91606094686189 40.67866899609558, -73.91597104427488 40.6786640920079, -73.91590091976835 40.67866026761679, -73.91583079527211 40.678656441381996, -73.9158110343892 40.678880678546406, -73.91588221394363 40.67887252961697, -73.91598830656056 40.67886038264015, -73.91607709166529 40.678850217583495)))","9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.","9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.","9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.","","9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.","9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.","9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.",73,25,"Active",11233
"140","B562-GT001",505,"false",400,2500,100,"true","true","true","true",400,"false","false","false","true","true","true","false","true","true","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",46,"B",313,8,47,"Surfside Garden Multi-Cultural Coalition","DPR","MULTIPOLYGON (((-73.99459582875232 40.5730688796673, -73.99466082344907 40.573348283051885, -73.99443980683105 40.573374649830946, -73.99454527844097 40.573938321089756, -73.99498996650964 40.57388486910078, -73.9949529562516 40.57365863591661, -73.99483426536624 40.57304986525447, -73.99459582875232 40.5730688796673)))","2:30 p.m.  - 6:00 p.m.","9:30 a.m. - 1:00 p.m.","2:30 p.m. - 6:00 p.m.","2:00 p.m. - 6:00 p.m.","2:00 p.m. - 6:00 p.m.","9:30 a.m. - 1:00 p.m.","9:30 a.m. - 1:00 p.m.",60,23,"Active",11224
"141","B563-GT001",296,"false",NA,1118,75,"false","true","true","false",NA,"false","true","false","true","true","false","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","false","false",55,"B",316,8,41,"ISO Student Farm","DPR","MULTIPOLYGON (((-73.91027077641762 40.66731785811354, -73.91032329113345 40.66752392275486, -73.91067677285439 40.66747116456036, -73.91062389158012 40.66726515472661, -73.91027077641762 40.66731785811354)))","8:00 a.m. - 1:00 p.m.","8:00 a.m. - 1:00 p.m.","8:00 a.m. - 1:00 p.m.","","8:00 a.m. - 1:00 p.m.","8:00 a.m. - 1:00 p.m.","8:00 a.m. - 1:00 p.m.",73,25,"Active",11212
"142","B564-GT001",434,"false",348,144,48,"false","false","false","true",60,"false","false","true","false","true","true","false","true","true","true","false","false","false","true","false","false","false","false","false","false","false","true","true","false",60,"B",305,8,42,"Positive Seeds of Life Garden","DPR","MULTIPOLYGON (((-73.8990275410438 40.661321172505666, -73.89940019332494 40.66126396858781, -73.8993726624492 40.661159962714976, -73.8990000107254 40.66121716654435, -73.8990275410438 40.661321172505666)))","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.","11:00 p.m.  -  4:00 p.m.","","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.",75,19,"Active",11207
"143","B565-GT001",294,"false",0,125,25,"false","true","true","false",NA,"false","true","false","true","true","true","false","true","true","false","false","true","false","true","false","false","","false","false","false","false","true","false","false",55,"B",316,8,41,"Isabahlia Community Garden","DPR","MULTIPOLYGON (((-73.91620033574875 40.66588236340365, -73.91645343940813 40.665846621402224, -73.91643631693351 40.6657763218686, -73.91618321471432 40.6658120638335, -73.91620033574875 40.66588236340365)))","9:00 a.m. - 12:00 p.m.","9:00 a.m. - 1:00 p.m.","9:00 a.m. - 12:00 p.m.","","9:00 a.m. - 12:00 p.m.","9:00 a.m. - 1:00 p.m.","9:00 a.m. - 1:00 p.m.",73,25,"Active",11212
"144","B566-GT001",77,"false",0,440,44,"false","false","true","false",NA,"false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","","false","false","false","false","false","false","false",55,"B",316,8,41,"Brownsville Community Farm (James McKeather)","DPR","MULTIPOLYGON (((-73.91411549931186 40.66423004779161, -73.91411536420662 40.66422935519359, -73.91412248233519 40.66422831050552, -73.91409055403297 40.664102320618845, -73.91372070003752 40.664154083760174, -73.91373499547528 40.66421321789105, -73.91375196229407 40.66428340516084, -73.91411549931186 40.66423004779161)))","","","9:00 a.m. - 7:00 p.m.","9:00 a.m. - 7:00 p.m.","","","",73,25,"Active",11212
"145","B567-GT001",584,"false",122.5,200,20,"false","false","true","true",270,"false","false","false","true","true","true","false","true","true","false","false","false","true","true","false","false","","false","false","false","false","false","false","false",56,"B",303,8,36,"Her-King Alagantic Community Garden","DPR","MULTIPOLYGON (((-73.93970334877692 40.67918341580798, -73.93964663045087 40.679180353137994, -73.93963590727805 40.67917977388502, -73.9396097942055 40.679457273577135, -73.93962055527237 40.679457854653414, -73.93967723480075 40.67946091551471, -73.93970334877692 40.67918341580798)))","12:00 p.m. - 7:00 p.m.","11:00 a.m. - 6:00p.m.","12:00 p.m. - 7:00 p.m. .","2:00 p.m. - 7:00 p.m.","12:00 p.m. - 7:00 p.m.","12:00 p.m. - 7:00 p.m.","12:00 p.m. - 7:00 p.m.",79,20,"Active",11213
"146","B568-GT001",43,"false",0,387,43,"false","true","true","true",305,"false","true","false","true","true","true","false","true","false","false","false","false","true","true","false","false","","false","false","true","false","true","false","false",54,"B",305,8,37,"Ashford Street Abundant Garden","DPR","MULTIPOLYGON (((-73.88533049162638 40.674336294174104, -73.88536033681203 40.67445226801724, -73.88554922512469 40.674424225805005, -73.88554419189146 40.67440457244548, -73.88563585013242 40.67438045052496, -73.8856757899589 40.67436993977665, -73.88565484153517 40.67428814132461, -73.88533049162638 40.674336294174104)))","10:00 a.m. - 2:00 p.m.","","","10:00 a.m. - 4:00 p.m.","10:00 a.m. - 3:00 p.m.","10:00 a.m. - 3:00 p.m.","",75,19,"Active",11207
"147","B568-GT002",42,"false",25,225,25,"false","false","false","true",240,"false","true","false","false","true","false","false","true","false","true","false","false","true","false","false","false","","false","false","false","false","true","false","false",54,"B",305,8,37,"Ashford Learning Garden","DPR","MULTIPOLYGON (((-73.8847679383181 40.67413886586776, -73.88510110518845 40.674089310499895, -73.88508513754607 40.67402708061973, -73.88475197097789 40.674076634140675, -73.8847679383181 40.67413886586776)))","5:30 p.m. - 7:30 p.m.","5:30 p.m. - 7:30 p.m.","8:00 a.m. - 2:00 p.m.","8:00 a.m. - 2:00 p.m.","5:30 p.m. - 7:30 p.m.","5:30 p.m. - 7:30 p.m.","",75,19,"Active",11207
"148","B569-GT001",96,"false",202,312,26,"false","false","true","true",280,"false","true","false","true","true","false","false","true","true","true","false","false","false","false","false","false","","false","false","false","false","true","true","false",54,"B",305,7,37,"Chestnut Street Garden","DPR","MULTIPOLYGON (((-73.8759505615578 40.68784494304924, -73.87650094529923 40.68776499032772, -73.87648412558818 40.68769718875738, -73.87593374238627 40.68777714139913, -73.87593581131834 40.68778548059182, -73.8759505615578 40.68784494304924)))","","5:00 p.m. - 7:00 p.m.","5:00 p.m. - 7:00 p.m.","3:00 p.m. - 5:00 p.m.","","5.30 p.m. - 7.30 p.m.","10:00 a.m. - 12:00 p.m.",75,18,"Active",11208
"149","B570-GT001",141,"false",25,345,23,"false","false","true","false",NA,"false","false","false","true","false","true","false","true","false","true","false","false","true","true","false","false","","false","false","false","false","false","false","false",52,"B",306,10,39,"Dolly's Park","DPR","MULTIPOLYGON (((-73.986401032182 40.67800594080859, -73.98624346624375 40.678248837680925, -73.98630527030052 40.67827207562732, -73.98646283606857 40.678029178671025, -73.986401032182 40.67800594080859)))","8a-5p","8a-5p","8a-5p","8a-5p","8a-5p","8a-5p","8a-5p",78,26,"Active",11215
"150","B571-GT001",149,"false",280,320,40,"false","false","false","true",620,"false","false","false","true","true","true","false","true","true","true","false","false","true","true","false","false","","false","false","false","false","false","false","false",41,"B",318,9,45,"Bountiful Bliss Community Garden","DPR","MULTIPOLYGON (((-73.9342251094378 40.62848302021678, -73.93423680057441 40.62859289033209, -73.93461897441308 40.62856938590002, -73.93460726137552 40.62845951671176, -73.9342251094378 40.62848302021678)))","10:00 a.m. - 2:00 p.m.","10:00 a.m. - 2:00 p.m.","10:00 a.m. - 2:00 p.m.","10:00 a.m. - 2:00 p.m.","10:00 a.m. - 2:00 p.m.","10:00 a.m. - 2:00 p.m.","10:00 a.m. - 2:00 p.m.",63,21,"Active",11210
"151","B572-GT001",267,"false",236.25,780,60,"false","false","false","true",180,"false","true","true","true","true","true","false","true","true","true","false","true","false","true","false","false","","false","false","true","false","true","true","false",56,"B",303,8,36,"Hattie Carthan Herban Farm","DPR","MULTIPOLYGON (((-73.9436401176154 40.6903905827873, -73.94370865347479 40.690382638683886, -73.94371141497531 40.69038231855138, -73.94365537381601 40.69009701749096, -73.94344148258001 40.69012180726139, -73.94349752284336 40.69040711022608, -73.94350452953499 40.690406297800926, -73.94356281450396 40.69039954283225, -73.94356882023861 40.690398846078494, -73.94363985258722 40.690390613274936, -73.9436401176154 40.6903905827873)))","1:00 p.m. - 6:00 p.m.","1:00 p.m. - 6:00 p.m.","1:00 p.m. - 6:00 p.m.","1:00 p.m. - 6:00 p.m.","1:00 p.m. - 6:00 p.m.","1:00 p.m. - 6:00 p.m.","1:00 p.m. - 6:00 p.m.",79,25,"Active",11221
"152","B573-GT001",419,"false",145,2320,145,"false","false","false","true",480,"false","true","false","true","true","true","false","true","true","true","false","false","true","true","false","false","","false","false","false","false","true","false","false",56,"B",303,8,36,"Patchen Community Square Garden","DPR","MULTIPOLYGON (((-73.92726360734476 40.686558713880046, -73.92723720355802 40.68642509604014, -73.9268930378269 40.68646507504555, -73.92691944565892 40.686598704673436, -73.92726360734476 40.686558713880046)))","","","10:00 am - 5:00 pm","10:00 am - 5:00 pm","","","",81,25,"Active",11221
"153","B574-GT001",253,"false",197.5,2150,125,"false","false","true","true",240,"false","true","false","true","true","true","false","true","true","true","true","false","true","true","false","false","","false","false","false","false","true","false","false",55,"B",303,8,41,"Halsey Ralph & Howard Community Garden","DPR","MULTIPOLYGON (((-73.92275602541629 40.68459289528026, -73.92282674661396 40.684584648095765, -73.92287268320008 40.68480818651165, -73.92296309032916 40.68479764261766, -73.92290808397337 40.68452997206616, -73.92282798675491 40.684539313441284, -73.92276284393598 40.68454690969718, -73.92274695722938 40.684548763096984, -73.92275602541629 40.68459289528026)))","9 a.m. to 1:00 p.m.","9 a.m. to 1:00 p.m.","closed","10 a.m. to 3:00 p.m.","9 a.m. to 1:00 p.m.","9 a.m. to 1:00 p.m.","9 a.m. to 1:00 p.m.",81,25,"Active",11233
"154","B575-GT001",16,"false",251,742.5,49.5,"false","false","false","true",1200,"true","true","true","true","true","true","true","true","true","true","true","false","true","true","false","false","","false","false","true","true","true","false","false",56,"B",303,8,36,"462 Halsey Community Farm","DPR","MULTIPOLYGON (((-73.93578492232693 40.683336236000784, -73.93572703129331 40.68305154392698, -73.93568748203116 40.6830560721278, -73.9355516658259 40.683071621861835, -73.93560825172885 40.68335593777881, -73.93577431980677 40.68333745928534, -73.93578492232693 40.683336236000784)))","8:00 a.m. to 8:00 p.m.","8:00 a.m. to 8:00 p.m.","8:00 a.m. to 8:00 p.m.","8:00 a.m. to 6:00 p.m.","8:00 a.m. to 8:00 p.m.","8:00 a.m. to 8:00 p.m.","8:00 a.m. to 8:00 p.m.",81,25,"Active",11233
